exp_id,timestamp_utc,hypothesis,partition,underlying,config,scenario,n,metric,value,ci_lo,ci_hi,verdict,notes
124,2026-07-29T15:51:10+00:00,H1,train,SPY,"{""budget_pct"": 0.1, ""confirm_ret5"": 0.02, ""dd_thresh"": 0.12, ""dte_hi"": 80, ""dte_lo"": 45, ""dte_target"": 60, ""hold_days"": 60, ""target_delta"": 0.35}",base,9,ev_per_trade,169.72,-419.03,484.63,,run_id=H1_SPY_base_57d2766f cagr=0.0315 sharpe=0.2 maxdd=-0.3427 final=11469.18
125,2026-07-29T15:51:11+00:00,H1,train,SPY,"{""budget_pct"": 0.1, ""confirm_ret5"": 0.02, ""dd_thresh"": 0.15, ""dte_hi"": 65, ""dte_lo"": 30, ""dte_target"": 45, ""hold_days"": 40, ""target_delta"": 0.35}",base,9,ev_per_trade,551.54,275.72,1157.02,,run_id=H1_SPY_base_892976a6 cagr=0.1055 sharpe=0.57 maxdd=-0.2345 final=15569.06
126,2026-07-29T15:51:11+00:00,H1,train,SPY,"{""budget_pct"": 0.1, ""confirm_ret5"": 0.02, ""dd_thresh"": 0.15, ""dte_hi"": 80, ""dte_lo"": 45, ""dte_target"": 60, ""hold_days"": 60, ""target_delta"": 0.35}",base,8,ev_per_trade,262.58,-336.56,605.78,,run_id=H1_SPY_base_a3d6703e cagr=0.0432 sharpe=0.25 maxdd=-0.3056 final=12051.88
127,2026-07-29T15:51:11+00:00,H1,train,SPY,"{""budget_pct"": 0.1, ""confirm_ret5"": 0.02, ""dd_thresh"": 0.12, ""dte_hi"": 80, ""dte_lo"": 45, ""dte_target"": 60, ""hold_days"": 60, ""target_delta"": 0.5}",base,5,ev_per_trade,139.51,,,,run_id=H1_SPY_base_41b72fdb cagr=0.0265 sharpe=0.18 maxdd=-0.2184 final=11224.48
128,2026-07-29T15:51:11+00:00,H1,train,SPY,"{""budget_pct"": 0.1, ""confirm_ret5"": 0.02, ""dd_thresh"": 0.12, ""dte_hi"": 65, ""dte_lo"": 30, ""dte_target"": 45, ""hold_days"": 40, ""target_delta"": 0.5}",base,9,ev_per_trade,21.09,-238.08,394.71,,run_id=H1_SPY_base_3f6586dd cagr=0.0158 sharpe=0.11 maxdd=-0.2415 final=10716.9
129,2026-07-29T15:51:11+00:00,H1,train,SPY,"{""budget_pct"": 0.1, ""confirm_ret5"": 0.02, ""dd_thresh"": 0.15, ""dte_hi"": 80, ""dte_lo"": 45, ""dte_target"": 60, ""hold_days"": 60, ""target_delta"": 0.5}",base,5,ev_per_trade,126.47,,,,run_id=H1_SPY_base_3fe81836 cagr=0.0252 sharpe=0.17 maxdd=-0.2218 final=11159.13
130,2026-07-29T15:51:31+00:00,H1,train,QQQ,"{""budget_pct"": 0.1, ""confirm_ret5"": 0.02, ""dd_thresh"": 0.12, ""dte_hi"": 65, ""dte_lo"": 30, ""dte_target"": 45, ""hold_days"": 40, ""target_delta"": 0.5}",base,13,ev_per_trade,-61.71,-509.73,621.46,,run_id=H1_QQQ_base_3f6586dd cagr=-0.0069 sharpe=-0.02 maxdd=-0.3621 final=9700.55
131,2026-07-29T15:51:33+00:00,H1,train,QQQ,"{""budget_pct"": 0.1, ""confirm_ret5"": 0.02, ""dd_thresh"": 0.12, ""dte_hi"": 80, ""dte_lo"": 45, ""dte_target"": 60, ""hold_days"": 60, ""target_delta"": 0.5}",base,9,ev_per_trade,191.13,-338.58,1210.13,,run_id=H1_QQQ_base_41b72fdb cagr=0.0261 sharpe=0.17 maxdd=-0.2449 final=11204.7
132,2026-07-29T15:51:34+00:00,H1,train,IWM,"{""budget_pct"": 0.1, ""confirm_ret5"": 0.02, ""dd_thresh"": 0.12, ""dte_hi"": 65, ""dte_lo"": 30, ""dte_target"": 45, ""hold_days"": 40, ""target_delta"": 0.35}",base,21,ev_per_trade,3.38,-632.13,690.79,,run_id=H1_IWM_base_b90bbfd7 cagr=0.012 sharpe=0.14 maxdd=-0.4112 final=10542.64
133,2026-07-29T15:51:34+00:00,H1,train,IWM,"{""budget_pct"": 0.1, ""confirm_ret5"": 0.02, ""dd_thresh"": 0.12, ""dte_hi"": 80, ""dte_lo"": 45, ""dte_target"": 60, ""hold_days"": 60, ""target_delta"": 0.35}",base,16,ev_per_trade,159.46,-602.47,1138.4,,run_id=H1_IWM_base_57d2766f cagr=0.0622 sharpe=0.32 maxdd=-0.359 final=13053.98
134,2026-07-29T15:51:35+00:00,H1,train,IWM,"{""budget_pct"": 0.1, ""confirm_ret5"": 0.02, ""dd_thresh"": 0.12, ""dte_hi"": 65, ""dte_lo"": 30, ""dte_target"": 45, ""hold_days"": 40, ""target_delta"": 0.5}",base,20,ev_per_trade,183.14,-432.51,880.38,,run_id=H1_IWM_base_3f6586dd cagr=0.0829 sharpe=0.44 maxdd=-0.3015 final=14210.87
135,2026-07-29T15:51:35+00:00,H1,train,IWM,"{""budget_pct"": 0.1, ""confirm_ret5"": 0.02, ""dd_thresh"": 0.12, ""dte_hi"": 80, ""dte_lo"": 45, ""dte_target"": 60, ""hold_days"": 60, ""target_delta"": 0.5}",base,16,ev_per_trade,75.94,-366.0,620.77,,run_id=H1_IWM_base_41b72fdb cagr=0.0361 sharpe=0.23 maxdd=-0.2264 final=11692.59
136,2026-07-29T15:51:40+00:00,H1,train,QQQ,"{""budget_pct"": 0.1, ""confirm_ret5"": 0.02, ""dd_thresh"": 0.15, ""dte_hi"": 65, ""dte_lo"": 30, ""dte_target"": 45, ""hold_days"": 40, ""target_delta"": 0.35}",base,12,ev_per_trade,-25.52,-642.96,564.76,,run_id=H1_QQQ_base_892976a6 cagr=-0.0085 sharpe=0.01 maxdd=-0.3901 final=9628.39
137,2026-07-29T15:51:40+00:00,H1,train,QQQ,"{""budget_pct"": 0.1, ""confirm_ret5"": 0.02, ""dd_thresh"": 0.15, ""dte_hi"": 80, ""dte_lo"": 45, ""dte_target"": 60, ""hold_days"": 60, ""target_delta"": 0.35}",base,8,ev_per_trade,101.61,-842.76,1315.15,,run_id=H1_QQQ_base_a3d6703e cagr=0.0163 sharpe=0.12 maxdd=-0.3011 final=10737.5
138,2026-07-29T15:51:41+00:00,H1,train,QQQ,"{""budget_pct"": 0.1, ""confirm_ret5"": 0.02, ""dd_thresh"": 0.15, ""dte_hi"": 65, ""dte_lo"": 30, ""dte_target"": 45, ""hold_days"": 40, ""target_delta"": 0.5}",base,11,ev_per_trade,-17.99,-793.13,786.69,,run_id=H1_QQQ_base_23fd8388 cagr=-0.0133 sharpe=-0.07 maxdd=-0.3893 final=9425.59
139,2026-07-29T15:51:41+00:00,H1,train,QQQ,"{""budget_pct"": 0.1, ""confirm_ret5"": 0.02, ""dd_thresh"": 0.15, ""dte_hi"": 80, ""dte_lo"": 45, ""dte_target"": 60, ""hold_days"": 60, ""target_delta"": 0.5}",base,6,ev_per_trade,284.24,,,,run_id=H1_QQQ_base_3fe81836 cagr=0.0262 sharpe=0.18 maxdd=-0.2338 final=11206.8
140,2026-07-29T15:51:54+00:00,H1,train,IWM,"{""budget_pct"": 0.1, ""confirm_ret5"": 0.02, ""dd_thresh"": 0.15, ""dte_hi"": 65, ""dte_lo"": 30, ""dte_target"": 45, ""hold_days"": 40, ""target_delta"": 0.35}",base,16,ev_per_trade,-36.73,-565.36,493.81,,run_id=H1_IWM_base_892976a6 cagr=-0.0022 sharpe=0.09 maxdd=-0.389 final=9901.56
141,2026-07-29T15:51:55+00:00,H1,train,IWM,"{""budget_pct"": 0.1, ""confirm_ret5"": 0.02, ""dd_thresh"": 0.15, ""dte_hi"": 80, ""dte_lo"": 45, ""dte_target"": 60, ""hold_days"": 60, ""target_delta"": 0.35}",base,13,ev_per_trade,162.2,-147.03,621.66,,run_id=H1_IWM_base_a3d6703e cagr=0.0541 sharpe=0.29 maxdd=-0.2899 final=12617.07
142,2026-07-29T15:51:57+00:00,H1,train,IWM,"{""budget_pct"": 0.1, ""confirm_ret5"": 0.02, ""dd_thresh"": 0.15, ""dte_hi"": 65, ""dte_lo"": 30, ""dte_target"": 45, ""hold_days"": 40, ""target_delta"": 0.5}",base,16,ev_per_trade,38.75,-317.66,375.19,,run_id=H1_IWM_base_23fd8388 cagr=0.0245 sharpe=0.16 maxdd=-0.2496 final=11125.14
143,2026-07-29T15:51:57+00:00,H1,train,IWM,"{""budget_pct"": 0.1, ""confirm_ret5"": 0.02, ""dd_thresh"": 0.15, ""dte_hi"": 80, ""dte_lo"": 45, ""dte_target"": 60, ""hold_days"": 60, ""target_delta"": 0.5}",base,13,ev_per_trade,171.33,-76.96,527.25,,run_id=H1_IWM_base_3fe81836 cagr=0.0563 sharpe=0.35 maxdd=-0.1722 final=12732.29
144,2026-07-29T15:52:17+00:00,H2,train,SPY,"{""budget_pct"": 0.06, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.35}",base,38,ev_per_trade,7.08,-126.17,147.58,,run_id=H2_SPY_base_463ebff5 cagr=0.0172 sharpe=0.11 maxdd=-0.1823 final=10780.5
145,2026-07-29T15:52:18+00:00,H2,train,SPY,"{""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.35}",base,38,ev_per_trade,60.78,-183.25,307.35,,run_id=H2_SPY_base_5f86e700 cagr=0.0584 sharpe=0.31 maxdd=-0.2506 final=12843.68
146,2026-07-29T15:52:22+00:00,H2,train,SPY,"{""budget_pct"": 0.15, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.5}",base,38,ev_per_trade,126.07,-206.09,471.28,,run_id=H2_SPY_base_87f2afb3 cagr=0.1024 sharpe=0.47 maxdd=-0.3162 final=15364.77
147,2026-07-29T15:52:22+00:00,H2,train,SPY,"{""budget_pct"": 0.15, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.35}",base,38,ev_per_trade,18.56,-343.09,378.82,,run_id=H2_SPY_base_a2dcd313 cagr=0.0262 sharpe=0.23 maxdd=-0.4084 final=11199.61
148,2026-07-29T15:52:24+00:00,H2,train,SPY,"{""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.5}",base,36,ev_per_trade,14.53,-171.7,209.07,,run_id=H2_SPY_base_1fc1388e cagr=0.0227 sharpe=0.15 maxdd=-0.258 final=11038.05
149,2026-07-29T15:52:32+00:00,H2,train,SPY,"{""budget_pct"": 0.06, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.5}",base,14,ev_per_trade,9.46,-109.48,221.15,,run_id=H2_SPY_base_f680284e cagr=0.0139 sharpe=0.07 maxdd=-0.1169 final=10628.02
150,2026-07-29T15:52:45+00:00,H2,train,SPY,"{""budget_pct"": 0.15, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.65}",base,26,ev_per_trade,12.36,-239.87,297.2,,run_id=H2_SPY_base_a884a0ea cagr=0.0178 sharpe=0.12 maxdd=-0.2724 final=10806.75
151,2026-07-29T15:52:46+00:00,H2,train,SPY,"{""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.65}",base,14,ev_per_trade,-44.77,-208.44,178.39,,run_id=H2_SPY_base_780f0db7 cagr=-0.0034 sharpe=-0.1 maxdd=-0.1819 final=9848.32
152,2026-07-29T15:52:49+00:00,H2,train,SPY,"{""budget_pct"": 0.06, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.65}",base,1,ev_per_trade,43.6,,,,run_id=H2_SPY_base_6f9094f2 cagr=0.0123 sharpe=0.09 maxdd=-0.0175 final=10552.87
153,2026-07-29T15:52:52+00:00,H2,train,QQQ,"{""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.35}",base,35,ev_per_trade,324.99,64.88,680.99,,run_id=H2_QQQ_base_5f86e700 cagr=0.1967 sharpe=0.78 maxdd=-0.2979 final=22070.56
154,2026-07-29T15:52:52+00:00,H2,train,QQQ,"{""budget_pct"": 0.06, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.35}",base,34,ev_per_trade,140.9,12.74,322.62,,run_id=H2_QQQ_base_463ebff5 cagr=0.1024 sharpe=0.63 maxdd=-0.1844 final=15373.42
155,2026-07-29T15:52:55+00:00,H2,train,SPY,"{""budget_pct"": 0.06, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.8}",base,0,ev_per_trade,,,,,run_id=H2_SPY_base_0ba8db84 cagr=0.0113 sharpe=0.15 maxdd=-0.0 final=10507.96
156,2026-07-29T15:52:55+00:00,H2,train,QQQ,"{""budget_pct"": 0.15, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.35}",base,35,ev_per_trade,510.36,78.21,1145.39,,run_id=H2_QQQ_base_a2dcd313 cagr=0.2696 sharpe=0.79 maxdd=-0.3988 final=28649.19
157,2026-07-29T15:53:09+00:00,H2,train,QQQ,"{""budget_pct"": 0.06, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.5}",base,18,ev_per_trade,159.68,-6.92,377.11,,run_id=H2_QQQ_base_f680284e cagr=0.069 sharpe=0.68 maxdd=-0.1406 final=13419.53
158,2026-07-29T15:53:11+00:00,H2,train,SPY,"{""budget_pct"": 0.15, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.8}",base,7,ev_per_trade,58.39,,,,run_id=H2_SPY_base_587871a3 cagr=0.0196 sharpe=0.15 maxdd=-0.1849 final=10892.58
159,2026-07-29T15:53:12+00:00,H2,train,SPY,"{""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.8}",base,0,ev_per_trade,,,,,run_id=H2_SPY_base_a2a95139 cagr=0.0113 sharpe=0.15 maxdd=-0.0 final=10507.96
160,2026-07-29T15:53:15+00:00,H2,train,QQQ,"{""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.5}",base,35,ev_per_trade,204.45,53.99,440.42,,run_id=H2_QQQ_base_1fc1388e cagr=0.1392 sharpe=0.75 maxdd=-0.2003 final=17769.24
161,2026-07-29T15:53:17+00:00,H2,train,QQQ,"{""budget_pct"": 0.15, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.5}",base,36,ev_per_trade,323.06,107.07,705.56,,run_id=H2_QQQ_base_87f2afb3 cagr=0.1996 sharpe=0.8 maxdd=-0.2872 final=22314.24
162,2026-07-29T15:53:24+00:00,H2,train,QQQ,"{""budget_pct"": 0.15, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.65}",base,35,ev_per_trade,167.94,23.21,435.4,,run_id=H2_QQQ_base_a884a0ea cagr=0.1197 sharpe=0.62 maxdd=-0.2557 final=16464.9
163,2026-07-29T15:53:29+00:00,H2,train,QQQ,"{""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.65}",base,15,ev_per_trade,39.43,-121.77,319.8,,run_id=H2_QQQ_base_780f0db7 cagr=0.0236 sharpe=0.18 maxdd=-0.1626 final=11083.39
164,2026-07-29T15:53:30+00:00,H2,train,QQQ,"{""budget_pct"": 0.06, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.65}",base,5,ev_per_trade,132.55,,,,run_id=H2_QQQ_base_6f9094f2 cagr=0.0256 sharpe=0.38 maxdd=-0.0525 final=11179.75
165,2026-07-29T15:53:34+00:00,H2,train,IWM,"{""budget_pct"": 0.06, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.35}",base,33,ev_per_trade,-24.6,-200.61,210.88,,run_id=H2_IWM_base_463ebff5 cagr=-0.0077 sharpe=-0.08 maxdd=-0.2293 final=9661.41
166,2026-07-29T15:53:34+00:00,H2,train,QQQ,"{""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.8}",base,3,ev_per_trade,214.68,,,,run_id=H2_QQQ_base_a2a95139 cagr=0.0253 sharpe=0.45 maxdd=-0.0554 final=11163.97
167,2026-07-29T15:53:35+00:00,H2,train,IWM,"{""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.35}",base,33,ev_per_trade,-112.56,-337.6,148.85,,run_id=H2_IWM_base_5f86e700 cagr=-0.0869 sharpe=-0.41 maxdd=-0.4136 final=6689.97
168,2026-07-29T15:53:37+00:00,H2,train,QQQ,"{""budget_pct"": 0.06, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.8}",base,0,ev_per_trade,,,,,run_id=H2_QQQ_base_0ba8db84 cagr=0.0113 sharpe=0.11 maxdd=-0.0 final=10507.96
169,2026-07-29T15:53:38+00:00,H2,train,IWM,"{""budget_pct"": 0.15, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.35}",base,33,ev_per_trade,-178.24,-456.0,142.45,,run_id=H2_IWM_base_a2dcd313 cagr=-0.1665 sharpe=-0.47 maxdd=-0.6176 final=4470.64
170,2026-07-29T15:53:43+00:00,H2,train,IWM,"{""budget_pct"": 0.06, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.5}",base,13,ev_per_trade,-136.46,-261.95,9.12,,run_id=H2_IWM_base_f680284e cagr=-0.0315 sharpe=-0.7 maxdd=-0.183 final=8683.11
171,2026-07-29T15:53:46+00:00,H2,train,IWM,"{""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.5}",base,31,ev_per_trade,-46.92,-262.32,269.03,,run_id=H2_IWM_base_1fc1388e cagr=-0.0236 sharpe=-0.14 maxdd=-0.2836 final=8995.3
172,2026-07-29T15:53:47+00:00,H2,train,QQQ,"{""budget_pct"": 0.15, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.8}",base,13,ev_per_trade,-1.05,-106.65,291.95,,run_id=H2_QQQ_base_587871a3 cagr=0.0104 sharpe=0.05 maxdd=-0.1723 final=10461.26
173,2026-07-29T15:53:53+00:00,H2,train,IWM,"{""budget_pct"": 0.15, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.5}",base,32,ev_per_trade,-108.87,-374.22,205.82,,run_id=H2_IWM_base_87f2afb3 cagr=-0.08 sharpe=-0.3 maxdd=-0.4443 final=6916.29
174,2026-07-29T15:53:57+00:00,H2,train,IWM,"{""budget_pct"": 0.15, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.65}",base,30,ev_per_trade,-29.41,-269.95,286.12,,run_id=H2_IWM_base_a884a0ea cagr=-0.0096 sharpe=-0.02 maxdd=-0.3102 final=9579.51
175,2026-07-29T15:53:57+00:00,H2,train,IWM,"{""budget_pct"": 0.06, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.65}",base,5,ev_per_trade,-133.4,,,,run_id=H2_IWM_base_6f9094f2 cagr=-0.0043 sharpe=-0.36 maxdd=-0.0839 final=9813.72
176,2026-07-29T15:54:00+00:00,H2,train,IWM,"{""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.65}",base,13,ev_per_trade,-160.02,-301.6,1.2,,run_id=H2_IWM_base_780f0db7 cagr=-0.0398 sharpe=-0.59 maxdd=-0.2267 final=8358.78
177,2026-07-29T15:54:03+00:00,H2,train,IWM,"{""budget_pct"": 0.06, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.8}",base,0,ev_per_trade,,,,,run_id=H2_IWM_base_0ba8db84 cagr=0.0113 sharpe=0.28 maxdd=-0.0 final=10507.96
178,2026-07-29T15:54:04+00:00,H2,train,IWM,"{""budget_pct"": 0.15, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.8}",base,11,ev_per_trade,-224.79,-368.79,51.41,,run_id=H2_IWM_base_587871a3 cagr=-0.0508 sharpe=-0.64 maxdd=-0.2622 final=7942.12
179,2026-07-29T15:54:05+00:00,H2,train,IWM,"{""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.8}",base,5,ev_per_trade,-139.05,,,,run_id=H2_IWM_base_a2a95139 cagr=-0.0052 sharpe=-0.36 maxdd=-0.1316 final=9773.16
180,2026-07-29T15:54:09+00:00,H4,train,IWM,"{""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": -0.6}",base,39,ev_per_trade,55.17,-129.44,268.25,,run_id=H4_IWM_base_c2cf8486 cagr=0.0569 sharpe=0.32 maxdd=-0.3116 final=12763.91
181,2026-07-29T15:54:15+00:00,H4,train,QQQ,"{""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": -0.6}",base,9,ev_per_trade,-123.01,-348.23,47.52,,run_id=H4_QQQ_base_c2cf8486 cagr=-0.0151 sharpe=-0.3 maxdd=-0.2071 final=9351.98
182,2026-07-29T15:54:17+00:00,BENCH,train,IWM,"{""budget_pct"": 0.1}",base,72,ev_per_trade,-49.13,-193.65,89.76,,run_id=BENCH_IWM_base_3130abb4 cagr=-0.0871 sharpe=-0.19 maxdd=-0.4722 final=6685.34
183,2026-07-29T15:54:20+00:00,H4,train,SPY,"{""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": -0.6}",base,3,ev_per_trade,-407.57,,,,run_id=H4_SPY_base_c2cf8486 cagr=-0.0179 sharpe=-0.74 maxdd=-0.1175 final=9233.51
184,2026-07-29T15:54:20+00:00,BENCH,train,QQQ,"{""budget_pct"": 0.1}",base,72,ev_per_trade,169.97,-200.22,557.27,,run_id=BENCH_QQQ_base_3130abb4 cagr=0.1997 sharpe=0.69 maxdd=-0.3641 final=22323.49
185,2026-07-29T15:54:23+00:00,BENCH,train,SPY,"{""budget_pct"": 0.1}",base,69,ev_per_trade,59.36,-169.83,261.04,,run_id=BENCH_SPY_base_3130abb4 cagr=0.0872 sharpe=0.39 maxdd=-0.3865 final=14456.71
186,2026-07-29T15:56:27+00:00,H2,train,QQQ,"{""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.5}",conservative,35,ev_per_trade,197.51,47.11,433.53,,run_id=H2_QQQ_conservative_1fc1388e cagr=0.1357 sharpe=0.73 maxdd=-0.2032 final=17520.84
187,2026-07-29T15:56:27+00:00,H2,train,QQQ,"{""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.5}",optimistic,35,ev_per_trade,208.19,57.53,444.1,,run_id=H2_QQQ_optimistic_1fc1388e cagr=0.1411 sharpe=0.77 maxdd=-0.1987 final=17903.12
188,2026-07-29T15:56:32+00:00,H1,train,SPY,"{""budget_pct"": 0.1, ""confirm_ret5"": 0.02, ""dd_thresh"": 0.15, ""dte_hi"": 65, ""dte_lo"": 30, ""dte_target"": 45, ""hold_days"": 40, ""target_delta"": 0.35}",conservative,9,ev_per_trade,540.67,264.22,1145.54,,run_id=H1_SPY_conservative_892976a6 cagr=0.1039 sharpe=0.56 maxdd=-0.2359 final=15469.1
189,2026-07-29T15:56:33+00:00,H1,train,SPY,"{""budget_pct"": 0.1, ""confirm_ret5"": 0.02, ""dd_thresh"": 0.15, ""dte_hi"": 65, ""dte_lo"": 30, ""dte_target"": 45, ""hold_days"": 40, ""target_delta"": 0.35}",optimistic,9,ev_per_trade,556.93,281.44,1162.73,,run_id=H1_SPY_optimistic_892976a6 cagr=0.1063 sharpe=0.58 maxdd=-0.2339 final=15618.54
190,2026-07-29T15:56:35+00:00,H2,train,SPY,"{""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.5}",optimistic,34,ev_per_trade,-0.46,-174.74,183.91,,run_id=H2_SPY_optimistic_1fc1388e cagr=0.011 sharpe=0.09 maxdd=-0.233 final=10490.95
191,2026-07-29T15:56:35+00:00,H2,train,SPY,"{""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.5}",conservative,36,ev_per_trade,6.72,-176.74,199.65,,run_id=H2_SPY_conservative_1fc1388e cagr=0.0168 sharpe=0.12 maxdd=-0.2656 final=10751.24
192,2026-07-29T15:58:43+00:00,H2,train,QQQ,"{""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""extra_lag"": 0, ""roll_dte"": 14, ""target_delta"": 0.4}",base,29,ev_per_trade,601.51,249.54,1244.78,,run_id=H2_QQQ_base_06f602a4 cagr=0.2654 sharpe=1.09 maxdd=-0.2273 final=28245.75
193,2026-07-29T15:58:44+00:00,H2,train,QQQ,"{""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""extra_lag"": 0, ""roll_dte"": 21, ""target_delta"": 0.5}",base,35,ev_per_trade,204.45,53.99,440.42,,run_id=H2_QQQ_base_8b907f56 cagr=0.1392 sharpe=0.75 maxdd=-0.2003 final=17769.24
194,2026-07-29T15:58:44+00:00,H2,train,QQQ,"{""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""extra_lag"": 0, ""roll_dte"": 14, ""target_delta"": 0.5}",base,29,ev_per_trade,524.33,244.95,987.15,,run_id=H2_QQQ_base_5712cc66 cagr=0.2415 sharpe=1.25 maxdd=-0.1837 final=25968.57
195,2026-07-29T15:58:44+00:00,H2,train,QQQ,"{""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 55, ""dte_lo"": 25, ""dte_target"": 45, ""extra_lag"": 0, ""roll_dte"": 21, ""target_delta"": 0.4}",base,51,ev_per_trade,232.28,-29.45,563.93,,run_id=H2_QQQ_base_3e711f22 cagr=0.2023 sharpe=0.83 maxdd=-0.2591 final=22540.4
