exp_id,timestamp_utc,hypothesis,partition,underlying,config,scenario,n,metric,value,ci_lo,ci_hi,verdict,notes
196,2026-07-29T15:58:45+00:00,H2,train,QQQ,"{""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""extra_lag"": 0, ""roll_dte"": 21, ""target_delta"": 0.4}",base,36,ev_per_trade,263.18,73.64,514.9,,run_id=H2_QQQ_base_693674c5 cagr=0.172 sharpe=0.77 maxdd=-0.2755 final=20136.26
197,2026-07-29T15:58:45+00:00,H2,train,QQQ,"{""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 55, ""dte_lo"": 25, ""dte_target"": 45, ""extra_lag"": 0, ""roll_dte"": 14, ""target_delta"": 0.5}",base,41,ev_per_trade,213.75,25.96,488.55,,run_id=H2_QQQ_base_a0e05b4c cagr=0.1622 sharpe=0.81 maxdd=-0.2372 final=19407.42
198,2026-07-29T15:58:45+00:00,H2,train,QQQ,"{""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 55, ""dte_lo"": 25, ""dte_target"": 45, ""extra_lag"": 0, ""roll_dte"": 14, ""target_delta"": 0.4}",base,40,ev_per_trade,223.85,-13.14,582.62,,run_id=H2_QQQ_base_cec22b76 cagr=0.1646 sharpe=0.72 maxdd=-0.2954 final=19580.43
199,2026-07-29T15:58:45+00:00,H2,train,QQQ,"{""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""extra_lag"": 0, ""roll_dte"": 30, ""target_delta"": 0.4}",base,42,ev_per_trade,229.84,-52.94,556.97,,run_id=H2_QQQ_base_6d8e24e3 cagr=0.1743 sharpe=0.85 maxdd=-0.2211 final=20311.66
200,2026-07-29T15:58:45+00:00,H2,train,QQQ,"{""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 55, ""dte_lo"": 25, ""dte_target"": 45, ""extra_lag"": 0, ""roll_dte"": 21, ""target_delta"": 0.5}",base,50,ev_per_trade,116.68,-29.59,299.84,,run_id=H2_QQQ_base_63440bb6 cagr=0.1188 sharpe=0.65 maxdd=-0.207 final=16406.76
201,2026-07-29T15:58:46+00:00,H2,train,QQQ,"{""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 55, ""dte_lo"": 25, ""dte_target"": 45, ""extra_lag"": 0, ""roll_dte"": 30, ""target_delta"": 0.4}",base,77,ev_per_trade,200.49,-2.58,463.23,,run_id=H2_QQQ_base_27e016e3 cagr=0.2441 sharpe=1.04 maxdd=-0.2027 final=26203.15
202,2026-07-29T15:59:21+00:00,H2,train,QQQ,"{""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""extra_lag"": 0, ""roll_dte"": 30, ""target_delta"": 0.5}",base,41,ev_per_trade,165.23,-35.38,385.02,,run_id=H2_QQQ_base_27d6af57 cagr=0.1335 sharpe=0.82 maxdd=-0.2045 final=17381.55
203,2026-07-29T15:59:21+00:00,H2,train,QQQ,"{""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 55, ""dte_lo"": 25, ""dte_target"": 45, ""extra_lag"": 0, ""roll_dte"": 30, ""target_delta"": 0.5}",base,77,ev_per_trade,95.26,-26.16,239.29,,run_id=H2_QQQ_base_b414b7b6 cagr=0.1417 sharpe=0.8 maxdd=-0.2048 final=17941.75
204,2026-07-29T15:59:21+00:00,H2,train,QQQ,"{""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 55, ""dte_lo"": 25, ""dte_target"": 45, ""extra_lag"": 0, ""roll_dte"": 14, ""target_delta"": 0.6}",base,38,ev_per_trade,153.99,-14.05,382.32,,run_id=H2_QQQ_base_ecf5fc12 cagr=0.1193 sharpe=0.7 maxdd=-0.205 final=16440.62
205,2026-07-29T15:59:22+00:00,H2,train,QQQ,"{""band"": 0.02, ""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""extra_lag"": 0, ""roll_dte"": 21, ""target_delta"": 0.5}",base,33,ev_per_trade,219.38,59.44,469.6,,run_id=H2_QQQ_base_25a98f61 cagr=0.1405 sharpe=0.77 maxdd=-0.1994 final=17856.48
206,2026-07-29T15:59:23+00:00,H2,train,QQQ,"{""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 55, ""dte_lo"": 25, ""dte_target"": 45, ""extra_lag"": 0, ""roll_dte"": 21, ""target_delta"": 0.6}",base,47,ev_per_trade,89.31,-51.19,253.84,,run_id=H2_QQQ_base_51c1779c cagr=0.0921 sharpe=0.54 maxdd=-0.2025 final=14749.16
207,2026-07-29T15:59:23+00:00,H2,train,QQQ,"{""band"": 0.0, ""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""extra_lag"": 0, ""roll_dte"": 21, ""target_delta"": 0.5}",base,44,ev_per_trade,108.23,-66.24,324.01,,run_id=H2_QQQ_base_c2ef2164 cagr=0.1016 sharpe=0.58 maxdd=-0.2061 final=15323.42
208,2026-07-29T15:59:24+00:00,H2,train,QQQ,"{""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""extra_lag"": 0, ""roll_dte"": 14, ""target_delta"": 0.6}",base,26,ev_per_trade,284.76,137.3,601.1,,run_id=H2_QQQ_base_e5783a1b cagr=0.1429 sharpe=0.84 maxdd=-0.1778 final=18023.16
209,2026-07-29T15:59:25+00:00,H2,train,QQQ,"{""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 55, ""dte_lo"": 25, ""dte_target"": 45, ""extra_lag"": 0, ""roll_dte"": 30, ""target_delta"": 0.6}",base,72,ev_per_trade,113.12,16.8,244.11,,run_id=H2_QQQ_base_c52a353f cagr=0.1534 sharpe=0.99 maxdd=-0.1331 final=18769.56
210,2026-07-29T15:59:27+00:00,H2,train,QQQ,"{""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""extra_lag"": 0, ""roll_dte"": 21, ""target_delta"": 0.6}",base,21,ev_per_trade,169.92,-7.05,420.18,,run_id=H2_QQQ_base_4ff18f07 cagr=0.0813 sharpe=0.59 maxdd=-0.1575 final=14117.03
211,2026-07-29T15:59:29+00:00,H2,train,QQQ,"{""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""extra_lag"": 0, ""roll_dte"": 30, ""target_delta"": 0.6}",base,25,ev_per_trade,146.26,-51.86,337.19,,run_id=H2_QQQ_base_2396555e cagr=0.0828 sharpe=0.68 maxdd=-0.1424 final=14203.5
212,2026-07-29T15:59:55+00:00,H2,train,QQQ,"{""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""extra_lag"": 2, ""roll_dte"": 21, ""target_delta"": 0.5}",base,35,ev_per_trade,164.91,16.41,390.8,,run_id=H2_QQQ_base_ac2ae6e7 cagr=0.1181 sharpe=0.65 maxdd=-0.1892 final=16357.38
213,2026-07-29T15:59:55+00:00,H2,train,QQQ,"{""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""extra_lag"": 1, ""roll_dte"": 21, ""target_delta"": 0.5}",base,34,ev_per_trade,201.15,53.5,431.43,,run_id=H2_QQQ_base_8062ab04 cagr=0.1345 sharpe=0.74 maxdd=-0.1846 final=17443.73
214,2026-07-29T15:59:56+00:00,H2,train,QQQ,"{""band"": 0.01, ""budget_pct"": 0.12, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""extra_lag"": 0, ""roll_dte"": 21, ""target_delta"": 0.5}",base,36,ev_per_trade,220.77,33.65,498.57,,run_id=H2_QQQ_base_51ee51fa cagr=0.1508 sharpe=0.76 maxdd=-0.2527 final=18581.77
215,2026-07-29T15:59:56+00:00,H2,train,QQQ,"{""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""extra_lag"": 0, ""roll_dte"": 21, ""target_delta"": 0.5}",stress,35,ev_per_trade,171.51,18.36,407.99,,run_id=H2_QQQ_stress_8b907f56 cagr=0.122 sharpe=0.66 maxdd=-0.2063 final=16593.81
216,2026-07-29T15:59:57+00:00,H2,train,QQQ,"{""band"": 0.01, ""budget_pct"": 0.08, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""extra_lag"": 0, ""roll_dte"": 21, ""target_delta"": 0.5}",base,32,ev_per_trade,164.25,44.81,356.41,,run_id=H2_QQQ_base_db2e7a41 cagr=0.1099 sharpe=0.71 maxdd=-0.1639 final=15842.41
217,2026-07-29T16:00:00+00:00,H2,train,QQQ,"{""band"": 0.01, ""budget_pct"": 0.06, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""extra_lag"": 0, ""roll_dte"": 21, ""target_delta"": 0.5}",base,18,ev_per_trade,159.68,-6.92,377.11,,run_id=H2_QQQ_base_102c5871 cagr=0.069 sharpe=0.68 maxdd=-0.1406 final=13419.53
218,2026-07-29T16:02:41+00:00,H2,train,SPY,"{""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 55, ""dte_lo"": 25, ""dte_target"": 45, ""extra_lag"": 0, ""roll_dte"": 14, ""target_delta"": 0.5}",base,43,ev_per_trade,47.96,-146.18,241.82,,run_id=H2_SPY_base_a0e05b4c cagr=0.054 sharpe=0.31 maxdd=-0.2486 final=12607.86
219,2026-07-29T16:02:41+00:00,H2,train,SPY,"{""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""extra_lag"": 0, ""roll_dte"": 14, ""target_delta"": 0.5}",base,31,ev_per_trade,83.34,-192.64,360.8,,run_id=H2_SPY_base_5712cc66 cagr=0.0638 sharpe=0.38 maxdd=-0.2378 final=13135.3
220,2026-07-29T16:02:41+00:00,H2,train,SPY,"{""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""extra_lag"": 0, ""roll_dte"": 30, ""target_delta"": 0.4}",base,44,ev_per_trade,59.05,-129.2,243.74,,run_id=H2_SPY_base_6d8e24e3 cagr=0.0639 sharpe=0.38 maxdd=-0.2321 final=13137.67
221,2026-07-29T16:02:41+00:00,H2,train,SPY,"{""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""extra_lag"": 0, ""roll_dte"": 21, ""target_delta"": 0.4}",base,38,ev_per_trade,88.14,-116.6,310.98,,run_id=H2_SPY_base_693674c5 cagr=0.0778 sharpe=0.42 maxdd=-0.2497 final=13911.6
222,2026-07-29T16:02:41+00:00,H2,train,SPY,"{""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""extra_lag"": 0, ""roll_dte"": 14, ""target_delta"": 0.4}",base,31,ev_per_trade,50.72,-206.76,315.79,,run_id=H2_SPY_base_06f602a4 cagr=0.0442 sharpe=0.26 maxdd=-0.2227 final=12097.9
223,2026-07-29T16:02:41+00:00,H2,train,SPY,"{""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 55, ""dte_lo"": 25, ""dte_target"": 45, ""extra_lag"": 0, ""roll_dte"": 21, ""target_delta"": 0.5}",base,53,ev_per_trade,64.11,-87.75,200.08,,run_id=H2_SPY_base_63440bb6 cagr=0.0786 sharpe=0.46 maxdd=-0.169 final=13958.79
224,2026-07-29T16:02:42+00:00,H2,train,SPY,"{""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 55, ""dte_lo"": 25, ""dte_target"": 45, ""extra_lag"": 0, ""roll_dte"": 14, ""target_delta"": 0.4}",base,43,ev_per_trade,9.58,-175.45,200.17,,run_id=H2_SPY_base_cec22b76 cagr=0.0197 sharpe=0.16 maxdd=-0.2928 final=10894.89
225,2026-07-29T16:02:42+00:00,H2,train,SPY,"{""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 55, ""dte_lo"": 25, ""dte_target"": 45, ""extra_lag"": 0, ""roll_dte"": 21, ""target_delta"": 0.4}",base,54,ev_per_trade,101.89,-98.78,309.16,,run_id=H2_SPY_base_3e711f22 cagr=0.114 sharpe=0.55 maxdd=-0.2399 final=16095.79
226,2026-07-29T16:02:42+00:00,H2,train,SPY,"{""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 55, ""dte_lo"": 25, ""dte_target"": 45, ""extra_lag"": 0, ""roll_dte"": 30, ""target_delta"": 0.4}",base,78,ev_per_trade,82.37,-47.17,220.28,,run_id=H2_SPY_base_27e016e3 cagr=0.1285 sharpe=0.64 maxdd=-0.2345 final=17043.27
227,2026-07-29T16:02:43+00:00,H2,train,SPY,"{""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""extra_lag"": 0, ""roll_dte"": 21, ""target_delta"": 0.5}",base,36,ev_per_trade,14.53,-171.7,209.07,,run_id=H2_SPY_base_8b907f56 cagr=0.0227 sharpe=0.15 maxdd=-0.258 final=11038.05
228,2026-07-29T16:03:27+00:00,H2,train,SPY,"{""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 55, ""dte_lo"": 25, ""dte_target"": 45, ""extra_lag"": 0, ""roll_dte"": 14, ""target_delta"": 0.6}",base,37,ev_per_trade,96.4,-100.28,312.51,,run_id=H2_SPY_base_ecf5fc12 cagr=0.0811 sharpe=0.5 maxdd=-0.2064 final=14105.91
229,2026-07-29T16:03:28+00:00,H2,train,SPY,"{""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 55, ""dte_lo"": 25, ""dte_target"": 45, ""extra_lag"": 0, ""roll_dte"": 30, ""target_delta"": 0.5}",base,78,ev_per_trade,36.03,-59.64,134.38,,run_id=H2_SPY_base_b414b7b6 cagr=0.0679 sharpe=0.4 maxdd=-0.195 final=13362.69
230,2026-07-29T16:03:28+00:00,H2,train,SPY,"{""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""extra_lag"": 0, ""roll_dte"": 30, ""target_delta"": 0.5}",base,44,ev_per_trade,57.64,-134.21,234.19,,run_id=H2_SPY_base_27d6af57 cagr=0.0628 sharpe=0.39 maxdd=-0.2468 final=13078.67
231,2026-07-29T16:03:29+00:00,H2,train,SPY,"{""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 55, ""dte_lo"": 25, ""dte_target"": 45, ""extra_lag"": 0, ""roll_dte"": 21, ""target_delta"": 0.6}",base,45,ev_per_trade,66.46,-68.31,220.15,,run_id=H2_SPY_base_51c1779c cagr=0.0708 sharpe=0.44 maxdd=-0.2175 final=13522.66
232,2026-07-29T16:03:30+00:00,H2,train,SPY,"{""band"": 0.02, ""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""extra_lag"": 0, ""roll_dte"": 21, ""target_delta"": 0.5}",base,34,ev_per_trade,12.08,-174.81,215.82,,run_id=H2_SPY_base_25a98f61 cagr=0.0201 sharpe=0.14 maxdd=-0.2648 final=10912.6
233,2026-07-29T16:03:30+00:00,H2,train,SPY,"{""band"": 0.0, ""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""extra_lag"": 0, ""roll_dte"": 21, ""target_delta"": 0.5}",base,37,ev_per_trade,-0.44,-161.62,177.47,,run_id=H2_SPY_base_c2ef2164 cagr=0.0106 sharpe=0.09 maxdd=-0.2323 final=10472.29
234,2026-07-29T16:03:31+00:00,H2,train,SPY,"{""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 55, ""dte_lo"": 25, ""dte_target"": 45, ""extra_lag"": 0, ""roll_dte"": 30, ""target_delta"": 0.6}",base,64,ev_per_trade,46.07,-53.07,141.89,,run_id=H2_SPY_base_c52a353f cagr=0.0699 sharpe=0.47 maxdd=-0.1909 final=13472.34
235,2026-07-29T16:03:34+00:00,H2,train,SPY,"{""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""extra_lag"": 0, ""roll_dte"": 14, ""target_delta"": 0.6}",base,20,ev_per_trade,130.49,-85.26,437.16,,run_id=H2_SPY_base_e5783a1b cagr=0.0639 sharpe=0.46 maxdd=-0.1964 final=13141.79
236,2026-07-29T16:03:36+00:00,H2,train,SPY,"{""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""extra_lag"": 0, ""roll_dte"": 21, ""target_delta"": 0.6}",base,18,ev_per_trade,-23.44,-228.97,214.74,,run_id=H2_SPY_base_4ff18f07 cagr=0.0011 sharpe=-0.04 maxdd=-0.1957 final=10047.38
237,2026-07-29T16:03:38+00:00,H2,train,SPY,"{""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""extra_lag"": 0, ""roll_dte"": 30, ""target_delta"": 0.6}",base,23,ev_per_trade,-43.86,-287.27,199.31,,run_id=H2_SPY_base_2396555e cagr=-0.0126 sharpe=-0.17 maxdd=-0.236 final=9452.39
238,2026-07-29T16:04:04+00:00,H2,train,SPY,"{""band"": 0.01, ""budget_pct"": 0.12, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""extra_lag"": 0, ""roll_dte"": 21, ""target_delta"": 0.5}",base,38,ev_per_trade,-16.7,-225.76,198.62,,run_id=H2_SPY_base_51ee51fa cagr=-0.0033 sharpe=0.04 maxdd=-0.2771 final=9850.89
239,2026-07-29T16:04:05+00:00,H2,train,SPY,"{""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""extra_lag"": 2, ""roll_dte"": 21, ""target_delta"": 0.5}",base,34,ev_per_trade,11.09,-157.01,180.2,,run_id=H2_SPY_base_ac2ae6e7 cagr=0.0195 sharpe=0.14 maxdd=-0.2335 final=10885.62
240,2026-07-29T16:04:05+00:00,H2,train,SPY,"{""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""extra_lag"": 1, ""roll_dte"": 21, ""target_delta"": 0.5}",base,33,ev_per_trade,-0.96,-187.17,199.29,,run_id=H2_SPY_base_8062ab04 cagr=0.0106 sharpe=0.09 maxdd=-0.249 final=10471.77
241,2026-07-29T16:04:05+00:00,H2,train,SPY,"{""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""extra_lag"": 0, ""roll_dte"": 21, ""target_delta"": 0.5}",stress,36,ev_per_trade,-5.31,-195.15,193.51,,run_id=H2_SPY_stress_8b907f56 cagr=0.0073 sharpe=0.07 maxdd=-0.2857 final=10309.76
242,2026-07-29T16:04:08+00:00,H2,train,SPY,"{""band"": 0.01, ""budget_pct"": 0.08, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""extra_lag"": 0, ""roll_dte"": 21, ""target_delta"": 0.5}",base,21,ev_per_trade,29.89,-136.88,243.46,,run_id=H2_SPY_base_db2e7a41 cagr=0.0245 sharpe=0.17 maxdd=-0.1886 final=11127.15
243,2026-07-29T16:04:09+00:00,H2,train,SPY,"{""band"": 0.01, ""budget_pct"": 0.06, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""extra_lag"": 0, ""roll_dte"": 21, ""target_delta"": 0.5}",base,14,ev_per_trade,9.46,-109.48,221.15,,run_id=H2_SPY_base_102c5871 cagr=0.0139 sharpe=0.07 maxdd=-0.1169 final=10628.02
244,2026-07-29T16:05:53+00:00,H2,train,IWM,"{""affordable_floor"": 0.3, ""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.5}",base,33,ev_per_trade,-36.9,-250.32,236.46,,run_id=H2_IWM_base_dd7cfd42 cagr=-0.0175 sharpe=-0.1 maxdd=-0.2907 final=9249.96
245,2026-07-29T16:05:58+00:00,H2,train,QQQ,"{""affordable_floor"": 0.3, ""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.5}",conservative,36,ev_per_trade,163.14,27.81,379.14,,run_id=H2_QQQ_conservative_dd7cfd42 cagr=0.1196 sharpe=0.64 maxdd=-0.2183 final=16456.73
246,2026-07-29T16:05:58+00:00,H2,train,QQQ,"{""affordable_floor"": 0.3, ""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.5}",base,36,ev_per_trade,170.29,36.55,389.68,,run_id=H2_QQQ_base_dd7cfd42 cagr=0.1236 sharpe=0.66 maxdd=-0.2158 final=16719.78
247,2026-07-29T16:05:58+00:00,H2,train,QQQ,"{""affordable_floor"": 0.3, ""band"": 0.01, ""budget_pct"": 0.15, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.5}",base,36,ev_per_trade,174.3,5.94,455.66,,run_id=H2_QQQ_base_15261992 cagr=0.1258 sharpe=0.61 maxdd=-0.2159 final=16865.13
248,2026-07-29T16:06:45+00:00,H5,train,XLF,"{""budget_frac"": 0.8, ""dte_hi"": 50, ""dte_lo"": 25, ""dte_target"": 35, ""manage_dte"": 7, ""profit_take"": 1.1, ""target_delta"": -0.2}",base,33,ev_per_trade,25.87,22.07,30.73,,run_id=H5_XLF_base_ec0c9aca cagr=0.0341 sharpe=0.54 maxdd=-0.1132 final=11593.03
249,2026-07-29T16:06:45+00:00,H5,train,XLF,"{""budget_frac"": 0.8, ""dte_hi"": 50, ""dte_lo"": 25, ""dte_target"": 35, ""manage_dte"": 7, ""profit_take"": 0.5, ""target_delta"": -0.2}",base,52,ev_per_trade,18.91,15.91,22.3,,run_id=H5_XLF_base_6122412d cagr=0.0276 sharpe=0.42 maxdd=-0.083 final=11277.18
250,2026-07-29T16:06:45+00:00,H5,train,XLF,"{""budget_frac"": 0.8, ""dte_hi"": 50, ""dte_lo"": 25, ""dte_target"": 35, ""manage_dte"": 7, ""profit_take"": 1.1, ""target_delta"": -0.25}",base,35,ev_per_trade,31.52,27.49,36.54,,run_id=H5_XLF_base_4e305c35 cagr=0.0319 sharpe=0.49 maxdd=-0.1024 final=11480.83
251,2026-07-29T16:06:45+00:00,H5,train,XLF,"{""budget_frac"": 0.8, ""dte_hi"": 50, ""dte_lo"": 25, ""dte_target"": 35, ""manage_dte"": 7, ""profit_take"": 0.5, ""target_delta"": -0.25}",base,45,ev_per_trade,22.45,18.2,26.71,,run_id=H5_XLF_base_233feea3 cagr=0.0309 sharpe=0.45 maxdd=-0.1022 final=11436.43
252,2026-07-29T16:06:45+00:00,H5,train,XLF,"{""budget_frac"": 0.8, ""dte_hi"": 50, ""dte_lo"": 25, ""dte_target"": 35, ""manage_dte"": 7, ""profit_take"": 0.5, ""target_delta"": -0.3}",base,40,ev_per_trade,24.93,20.26,29.84,,run_id=H5_XLF_base_9c1b0320 cagr=0.0289 sharpe=0.4 maxdd=-0.1179 final=11335.84
253,2026-07-29T16:06:45+00:00,H5,train,XLF,"{""budget_frac"": 0.8, ""dte_hi"": 50, ""dte_lo"": 25, ""dte_target"": 35, ""manage_dte"": 7, ""profit_take"": 1.1, ""target_delta"": -0.3}",base,28,ev_per_trade,34.41,28.08,42.75,,run_id=H5_XLF_base_06dfc5ec cagr=0.0218 sharpe=0.28 maxdd=-0.1182 final=10997.1
254,2026-07-29T16:08:38+00:00,H2,valid,QQQ,"{""affordable_floor"": 0.3, ""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.5}",optimistic,17,ev_per_trade,502.78,48.89,1143.59,,run_id=H2_QQQ_optimistic_e64dff59 cagr=0.4118 sharpe=1.08 maxdd=-0.1894 final=19885.55
255,2026-07-29T16:08:38+00:00,H2,valid,QQQ,"{""affordable_floor"": 0.3, ""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.5}",base,17,ev_per_trade,494.81,41.21,1135.46,,run_id=H2_QQQ_base_e64dff59 cagr=0.4067 sharpe=1.07 maxdd=-0.1902 final=19741.53
256,2026-07-29T16:08:38+00:00,H2,valid,QQQ,"{""affordable_floor"": 0.3, ""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.5}",conservative,17,ev_per_trade,487.35,34.07,1127.85,,run_id=H2_QQQ_conservative_e64dff59 cagr=0.4017 sharpe=1.05 maxdd=-0.1916 final=19602.19
257,2026-07-29T16:09:11+00:00,H2,holdout,QQQ,"{""affordable_floor"": 0.3, ""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.5}",optimistic,12,ev_per_trade,332.81,-390.2,1035.96,,run_id=H2_QQQ_optimistic_db54a4b6 cagr=0.2184 sharpe=0.64 maxdd=-0.3153 final=13580.7
258,2026-07-29T16:09:12+00:00,H2,holdout,QQQ,"{""affordable_floor"": 0.3, ""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.5}",conservative,12,ev_per_trade,309.42,-398.01,998.19,,run_id=H2_QQQ_conservative_db54a4b6 cagr=0.202 sharpe=0.6 maxdd=-0.3191 final=13290.32
259,2026-07-29T16:09:12+00:00,H2,holdout,QQQ,"{""affordable_floor"": 0.3, ""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.5}",base,12,ev_per_trade,322.41,-392.81,1018.38,,run_id=H2_QQQ_base_db54a4b6 cagr=0.2111 sharpe=0.63 maxdd=-0.3166 final=13452.23
260,2026-07-29T16:10:24+00:00,H2,valid,QQQ,"{""affordable_floor"": 0.3, ""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.5, ""use_brake"": true}",conservative,17,ev_per_trade,429.12,-25.65,1041.97,,run_id=H2_QQQ_conservative_f7405f60 cagr=0.3645 sharpe=0.98 maxdd=-0.1954 final=18578.91
261,2026-07-29T16:10:24+00:00,H2,valid,QQQ,"{""affordable_floor"": 0.3, ""band"": 0.01, ""budget_pct"": 0.1, ""dte_hi"": 70, ""dte_lo"": 40, ""dte_target"": 60, ""roll_dte"": 21, ""target_delta"": 0.5, ""use_brake"": true}",base,17,ev_per_trade,436.85,-18.42,1049.37,,run_id=H2_QQQ_base_f7405f60 cagr=0.3698 sharpe=0.99 maxdd=-0.1942 final=18723.09
